49.8424	18.3031	1
4.60642	-74.0695	2
45.7148	3.368	5
33.2313	-111.855	3
35.4383	137.362	3
33.5333	-7.58333	3
35.671	139.583	3
34.6056	135.91	3
51.9971	5.88275	4
-33.728	150.992	5
36.1186	139.921	4
35.8298	139.428	4
35.616	139.556	3
36.7447	118.739	4
42.518	142.028	4
38.2366	140.784	4
35.898	139.474	4
35.443	137.502	5
35.4191	137.425	4
35.7434	139.729	4
39.9569	116.297	3
49.8335	18.1728	3
49.8209	18.2625	4
63.2614	18.8402	5
38.953	115.315	2
34.2329	133.874	5
50.0717	22.8685	2
50.0717	22.8685	2
41.1404	22.5101	1
16.5794	42.9125	2
45.5647	5.89925	3
37.3326	-5.85115	1
35.2472	138.615	5
50.0124	22.6854	4
41.2241	22.4136	7
41.2257	22.4144	7
43.7629	13.069	3
43.6767	4.6275	1
43.3721	5.69924	4
49.7935	18.233	2
41.1441	22.5009	3
43.7711	6.85547	5
41.1444	22.4971	3
41.7068	12.3349	5
43.6779	4.62359	4
37.3772	-5.99133	4
37.4098	-6.07879	4
37.5108	-5.98828	4
43.6507	4.71833	5
-41.4282	147.188	4
46.1158	8.96371	4
46.1158	8.96381	4
43.3064	-8.51182	3
40.3212	-75.3358	3
39.9917	116.308	3
-34.9053	-56.1768	4
35.3435	-93.1165	4
36.91	-79.3406	4
50.4029	3.68422	3
40.371	-74.3808	3
-30.9328	-61.5669	3
32.2671	-110.851	3
36.0192	-78.7739	4
39.7532	-75.0981	3
-34.8263	138.622	5
-45.4133	-72.6887	1
38.6904	-76.6342	5
52.3756	13.5352	4
32.2671	-110.851	3
40.579	-74.787	3
37.2293	-79.9698	3
37.2331	-79.9776	4
37.2465	-79.9717	4
37.2545	-79.9778	4
37.2391	-79.9984	4
37.2288	-79.9884	5
-33.6687	-65.4498	4
40.8918	-73.2662	2
37.4925	-76.3767	3
35.2468	-91.7337	4
-45.4071	-72.6995	3
30.3454	-91.0719	3
-29.987	-71.3311	4
41.525	-88.0817	4
35.1227	-106.674	3
44.9482	-93.1496	4
51.1334	-114.172	3
19.3386	-99.1839	1
32.2673	-110.851	4
33.9326	-118.089	3
35.5452	-97.3011	4
38.722	-90.2526	3
34.6196	-112.485	5
22.7774	-102.582	5
37.2716	-79.9413	3
47.6901	-122.358	3
37.255	-79.9451	4
37.2536	-79.9475	4
37.4766	-121.914	4
-45.3977	-72.6851	4
-45.4035	-72.6864	3
12.9299	77.5779	5
-45.3674	-72.6805	4
38.9257	-114.028	6
35.1395	-118.493	6
19.4241	-155.255	6
35.1212	-106.718	3
30.4477	-91.112	3
36.1217	-115.153	1
32.9385	-117.12	4
46.0733	8.98293	4
45.3979	5.61024	5
36.4889	140.388	4
-32.9021	151.703	4
35.9634	139.89	3
34.5764	-112.513	5
43.707	4.26282	4
43.707	4.26282	5
35.4384	137.364	4
-32.2472	126.3	4
40.3006	21.7898	3
33.8917	135.203	4
35.5425	-85.0617	5
36.2986	139.874	3
-34.7668	138.621	3
39.8844	-75.553	3
41.765	13.3747	6
35.7053	139.768	2
22.4496	70.0444	3
36.1391	137.957	5
36.033	-80.2555	3
35.616	139.556	4
6.3404	-75.5623	2
18.2103	42.5119	3
6.1624	-75.6079	2
6.16754	-75.6141	1
16.5832	42.9051	3
65.0251	25.4804	3
53.245	19.2591	4
6.34349	-75.5068	2
37.4016	-5.95527	3
41.1404	22.5101	1
7.67046	-76.6826	2
41.1444	22.497	1
4.55685	-74.1039	3
38.9582	-95.2359	3
35.2361	-114.3	6
41.144	22.5009	1
45.9304	8.92311	4
41.2257	22.4145	5
45.5873	8.84953	4
42.876	-8.55556	3
46.0733	8.98284	3
4.4272	-74.3802	5
4.73144	-74.0311	1
45.57	2.12253	4
53.3912	-2.34781	2
42.876	-8.55551	3
28.4458	-16.4567	4
39.5451	3.33444	3
64.1481	25.2826	6
64.1481	25.2826	6
53.2324	-0.553995	3
41.2336	-8.62506	3
42.2528	-83.6652	3
-25.8294	27.9628	5
6.23593	-75.5751	3
28.4001	-16.5714	4
39.5548	-0.550695	3
49.2582	-123.13	3
6.34698	-75.535	3
42.4316	-8.64624	3
35.8762	14.3961	5
39.9786	-80.7012	3
35.7945	140.054	5
6.23593	-75.5751	3
41.4343	-74.4397	3
40.2288	-83.9777	5
33.9838	-81.2695	4
39.3705	-84.4753	4
41.3627	-83.6462	3
40.0944	-84.1343	4
-22.9101	-47.0483	1
41.5584	-71.2986	3
38.9565	-76.9508	3
40.0406	-107.92	2
32.2456	-111.03	3
40.6623	-73.6746	4
40.6718	-74.1135	4
39.3733	-84.1616	5
6.20404	-75.5282	2
37.2808	-122.119	4
42.3915	-71.1247	3
40.371	-74.3808	3
38.7564	-90.5194	4
35.1228	-106.674	3
40.8576	-73.3696	3
40.0219	-83.0693	3
40.1731	-105.113	4
38.8779	-77.2446	5
51.1335	-114.172	4
